	imp	occ	class1	rel1	class2	rel2	individual_imp
0	0.0237853705319929	1049	http://sgd-kg.project-genesis.io#YIL131C	unspec_regulating	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	2.26743284385061e-05
1	0.0178638143761894	4141	http://sgd-kg.project-genesis.io#YIL131C	unspec_regulating	http://purl.obolibrary.org/obo/CHEBI_26710	rev_hasChemCellMorph	4.313889006565902e-06
2	0.0153727872865253	820	http://sgd-kg.project-genesis.io#YIL131C	unspec_regulating	http://purl.obolibrary.org/obo/CHEBI_26710	rev_hasChemStressResistance	1.8747301568933293e-05
3	0.0151681058955581	1855	http://sgd-kg.project-genesis.io#YIL131C	unspec_regulating	http://sgd-kg.project-genesis.io#YIL131C	unspec_regulating	8.176876493562318e-06
4	0.0144933445596079	857	http://sgd-kg.project-genesis.io#YIL131C	unspec_regulating	http://purl.obolibrary.org/obo/APO_0000330	rev_RO_0002200	1.6911720606310267e-05
5	0.0135675400508317	790	http://sgd-kg.project-genesis.io#YIL131C	unspec_regulating	http://purl.obolibrary.org/obo/CHEBI_50145	rev_hasChemStressResistance	1.717410133016671e-05
6	0.0121845212775859	1155	http://purl.obolibrary.org/obo/CHEBI_26710	rev_hasChemCellMorph	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	1.0549369071502945e-05
7	0.0118493229043414	2243	http://sgd-kg.project-genesis.io#YIL131C	unspec_regulating	http://sgd-kg.project-genesis.io#APO_0000059-APO_0000002-CHEBI_26710	rev_RO_0002200	5.282801116514222e-06
8	0.0115810753388097	244	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_26710	rev_hasChemStressResistance	4.7463423519711884e-05
9	0.0112532019362382	710	http://sgd-kg.project-genesis.io#YIL131C	unspec_regulating	http://purl.obolibrary.org/obo/CHEBI_49470	rev_hasChemStressResistance	1.584958019188479e-05
10	0.0096718217548448	1119	http://sgd-kg.project-genesis.io#YIL131C	unspec_regulating	http://purl.obolibrary.org/obo/CHEBI_27666	rev_hasChemStressResistance_Decreased	8.643272345705809e-06
